"UID_fes4","fes4_Q01","fes4_Q02a","fes4_Q02b","fes4_Q02c","fes4_Q02d","fes4_Q02e","fes4_Q02f","fes4_Q02g","fes4_Q03","fes4_Q04a","fes4_Q04b","fes4_Q04c","fes4_Q04d","fes4_Q04_DO_Q04a","fes4_Q04_DO_Q04b","fes4_Q04_DO_Q04c","fes4_Q04_DO_Q04d","fes4_Q05a","fes4_Q05b","fes4_Q05c","fes4_Q05_DO_Q05a","fes4_Q05_DO_Q05b","fes4_Q05_DO_Q05c","fes4_Q06","fes4_Q07a","fes4_Q07b","fes4_Q07d","fes4_Q07e","fes4_Q07f","fes4_Q07g","fes4_Q07_DO_Q07a","fes4_Q07_DO_Q07b","fes4_Q07_DO_Q07c","fes4_Q07_DO_Q07d","fes4_Q07_DO_Q07e","fes4_Q07_DO_Q07f","fes4_Q07_DO_Q07g","fes4_Q08a","fes4_Q08b","fes4_Q09","fes4_Q10p1.a","fes4_Q10p1.b","fes4_Q10p2.a","fes4_Q10p2.b","fes4_Q10lh1.a","fes4_Q10lh1.c","fes4_Q11a","fes4_Q11b","fes4_Q11c","fes4_Q12","fes4_Q13","fes4_Q14a","fes4_Q14b","fes4_Q14c","fes4_Q14d","fes4_Q15","fes4_Q16a","fes4_Q16b","fes4_Q16c","fes4_Q16d","fes4_Q16e","fes4_Q16f","fes4_Q16g","fes4_Q16h","fes4_Q17a","fes4_Q17b","fes4_Q17c","fes4_Q17d","fes4_Q17e","fes4_Q17f","fes4_Q18a","fes4_Q18b","fes4_Q18c","fes4_Q18d","fes4_Q18e","fes4_Q18f","fes4_Q18g","fes4_Q18h","fes4_Q19","fes4_Q22","fes4_Q23a","fes4_Q23b","fes4_Q23c","fes4_Q23d","fes4_Q24","fes4_Q25a","fes4_Q25b","fes4_Q26a","fes4_Q26b","fes4_Q27a","fes4_Q27b","fes4_Q27c","fes4_Q27d","fes4_bloc_q25_DO_Q25a","fes4_bloc_q25_DO_Q25b","fes4_bloc_q26_DO_Q26a","fes4_bloc_q26_DO_Q26b","cal_AGE","cal_DIPL","cal_SEXE","cal_TUU","cal_ZEAT","cal_AGE1","cal_AGE2","cal_NAT","cal_DIPL2","panel","eayy_a1","eayy_a2a_rec","eayy_a2a_rec2","eayy_a3_rec","eayy_a3b_rec","eayy_a3c_rec","eayy_a3d","eayy_a3e_rec","eayy_a4","eayy_a5","eayy_a5c_rec","eayy_b1","eayy_b1_rev","eayy_b1_sc","eayy_b1_sccjt","eayy_b10a","eayy_b10aa","eayy_b10acjt","eayy_b11","eayy_b11cjt","eayy_b18_rec","eayy_b18c","eayy_b18ccjt","eayy_b18cjt_rec","eayy_b1a","eayy_b1acjt","eayy_b1b","eayy_b1bcjt","eayy_b1cjt","eayy_b1cjt_rev","eayy_b2_11a_rec","eayy_b2_11acjt_rec","eayy_b2_rec","eayy_b25","eayy_b25_rec","eayy_b25cjt_rec","eayy_b2cjt_rec","eayy_b4_rec","eayy_b4cjt_rec","eayy_b5","eayy_b5_rec","eayy_b5a","eayy_b5a_rec","eayy_b5acjt","eayy_b5c","eayy_b5c_rec","eayy_b5ccjt","eayy_b5d_rec","eayy_b6a_12a_rec","eayy_b6a_rec","eayy_b6b_12b_rec","eayy_b6b_rec","eayy_b7b_rec","eayy_b8_rec","eayy_b8cjt_rec","eayy_c1_rec","eayy_c1jeu","eayy_c8","eayy_c8a_rec","eayy_c8b_rec","eayy_d1","eayy_d1_rec","eayy_d2","eayy_d2_rev","eayy_d3","eayy_d4_rec","eayy_d5_rec","eayy_d6","eayy_d7_1","eayy_d7_10","eayy_d7_2","eayy_d7_3","eayy_d7_4","eayy_d7_5","eayy_d7_6","eayy_d7_7","eayy_d7_8","eayy_d7_9","eayy_d7_rev_1","eayy_d7_rev_10","eayy_d7_rev_11","eayy_d7_rev_2","eayy_d7_rev_3","eayy_d7_rev_4","eayy_d7_rev_5","eayy_d7_rev_6","eayy_d7_rev_7","eayy_d7_rev_8","eayy_d7_rev_9","eayy_e1a_rec","eayy_e1b_rec","eayy_e1c_rec","eayy_e1d_rec","eayy_e1e_rec","eayy_e1f","eayy_e1f1_rec","eayy_e1f2_rec","eayy_e1g_rec","eayy_e1h_rec","eayy_e1i_rec","eayy_e1j_rec","eayy_e2a_rec","eayy_e2auc","eayy_e2auc_source","eayy_e3a","eayy_e3b","eayy_e3c","eayy_e3d","eayy_e3e","eayy_e4","eayy_e5","eayy_e6","eayy_f1_rec","eayy_f1_rev","eayy_f1a1","eayy_f3","eayy_f3_rev","eayy_f4","eayy_f6_rec","eayy_f6a","eayy_f7","eayy_f7_1","eayy_f7_10","eayy_f7_11","eayy_f7_12","eayy_f7_13","eayy_f7_14","eayy_f7_15","eayy_f7_2","eayy_f7_3","eayy_f7_4","eayy_f7_5","eayy_f7_6","eayy_f7_8","eayy_f7_9","eayy_f7bis_1","eayy_f7bis_10","eayy_f7bis_11","eayy_f7bis_12","eayy_f7bis_13","eayy_f7bis_14","eayy_f7bis_2","eayy_f7bis_3","eayy_f7bis_4","eayy_f7bis_5","eayy_f7bis_6","eayy_f7bis_7","eayy_f7bis_8","eayy_f7bis_9","eayy_f8","eayy_f9","eayy_g1","eayy_g1_1","eayy_g1_2","eayy_g10","eayy_g2","eayy_g3a","eayy_g3b","eayy_g3c","eayy_g3d","eayy_g4","eayy_g5","eayy_g6_1","eayy_g6_2","eayy_g6_3","eayy_g6_4","eayy_h_c11","eayy_h_teo1","eayy_h1a","eayy_h4","eayy_i1","eayy_i13a","eayy_i13b","eayy_i2","eayy_i8","eayy_j1","eayy_k3","eayy_pcs18","eayy_pcs6","eayy_pcs6cjt","eayy_typmen5","VAGUE","POIDS_fes4","PDSPLT1_fes4","PDSPLT2_fes4","POIDS_INIT","PDSPLT_INIT1","PDSPLT_INIT2"
1724,3,3,3,0,1,2,0,6666,3,3,1,4,1,1,3,4,2,4,2,2,3,2,1,5,3,4,2,4,3,4,3,6,4,5,7,2,1,3,3,4,4,6,4,1,4,11,2,6666,6666,5,4,1,8,1,1,1,1,0,0,0,0,0,2,1,1,0,0,5,0,2,0,0,10,10,5,0,10,10,5,5,5,1,11,3,3,5,5,3,2,4,4,4,1,2,1,2,1,2,1,1,6,8,2,2,1,3,2,1,6,7,1,1,6666,2,6666,1,3,6666,1,1,6666,6666,6666,6666,6666,6666,6666,10,4,6666,6666,6666,6666,1,6666,6666,6666,4,6666,5,2,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,4,5,3,6666,6666,2,4,6666,1,1,2,6666,6666,2,2,6666,6666,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,6666,6,3,1,1,1,1,2,2,4,3,1,8,4,3,5,3,1,7,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,1,6,2,2,1,6666,2,1,2,2,4,4,2,2,1,2,2,1,2,1,2,3,1,2,4,5,2,2,47,4,6666,1,2022,1.21294434558224,1.79769313486232e+308,1.69219441781653,1.11820814819152,1.79769313486232e+308,1.17198071862734
150,4,0,0,0,0,1,0,6666,2,1,2,5,4,3,4,2,1,5,2,5,2,3,1,8,2,2,2,3,2,4,4,1,5,6,3,2,7,2,2,3,4,7,4,2,4,7,2,6666,6666,2,1,1,9,1,2,4,2,0,8,4,3,4,0,0,8,0,0,0,3,0,2,2,5,8,6,4,10,2,5,1,5,1,7,3,3,5,5,2,2,4,3,3,5,1,2,2,1,5,1,2,8,1,5,5,1,4,2,2,11,12,1,1,6666,2,6666,4,1,6,1,1,6666,2,6666,6666,6666,6666,1,11,5,5,11,6666,2,1,2,1,5,4,4,5,1,1,2,5,6666,6666,1,1,1,1,6666,6666,6666,6666,5,6,5,6666,6666,6,2,3,2,1,2,6666,6666,1,1,6666,6666,2,5,5,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,13,10,1,1,1,1,1,1,2,5,3,2,7,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,2,2,1,6666,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,4,4,1,1,6,2,1,36,3,3,3,2022,0.353295480000646,1.79769313486232e+308,0.523391384628662,0.63075359186808,1.79769313486232e+308,0.879739628203137
1072,3,0,0,0,0,0,0,6666,2,1,3,5,3,3,1,2,4,4,4,2,2,1,3,5,3,4,3,4,3,4,1,7,6,5,3,2,4,4,3,2,4,5,4,1,4,4,1,6666,6666,5,4,1,7,2,6666,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,7,7,5,2,10,9,5,5,5,5,6666,6666,3,5,5,2,4,3,4,3,5,2,1,2,1,6,1,1,6,7,5,5,1,4,2,1,13,14,1,3,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,11,5,2,6,2,2,2,2,6,5,2,4,1,6666,1,1,5,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,9,6,11,6666,1,2,1,1,2,2,1,1,6666,6666,1,4,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9,5,1,1,2,2,2,2,2,4,3,4,10,1,2,3,4,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,8,2,1,1,6666,2,1,1,1,1,1,2,2,1,2,2,1,3,1,1,3,7,6666,3,5,1,2,32,3,5,3,2022,0.255524882730362,1.79769313486232e+308,0.632891989514417,0.517855990200285,1.79769313486232e+308,1.03935602015615
442,2,4,4,1,1,5,5,6666,3,1,3,5,3,1,3,4,2,3,3,3,1,3,2,8,2,2,2,2,2,3,4,2,1,3,6,7,5,2,2,4,4,7,4,2,4,7,2,6666,6666,2,1,1,9,1,2,4,8,2,8,6,5,8,0,2,8,0,0,0,4,8,2,3,5,8,5,1,10,9,3,2,1,6666,7,2,2,5,5,3,2,2,3,3,1,1,2,1,2,3,2,2,4,5,3,3,1,4,2,2,8,8,1,1,6666,2,6666,3,1,4,1,1,6666,2,6666,6666,6666,6666,6666,10,4,4,10,6666,6666,1,1,1,1,2,2,1,2,1,2,1,6666,6666,1,1,1,1,1,6666,6666,6666,4,6666,6666,8,5,9,6666,6666,5,3,2,6666,6666,1,2,6666,6666,1,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,6,2,1,1,2,2,2,2,4,1,2,8,6,3,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,1,8,2,2,3,6666,2,2,1,1,2,2,2,2,2,1,2,1,3,1,1,2,4,2,2,0,2,2,41,4,4,4,2022,1.35948476012741,1.79769313486232e+308,1.4442807865051,1.20376593167019,1.79769313486232e+308,1.27203022085443
1153,1,5,2,2,7,0,1,6666,1,1,2,4,4,1,3,4,2,5,5,2,3,2,1,7,2,3,2,3,3,4,1,7,3,5,4,2,6,4,3,5,4,8,4,2,4,4,1,6666,6666,2,2,1,10,1,2,5,7,10,0,3,1,4,0,0,1,0,7,0,4,4,4,3,8,8,8,5,10,10,3,4,1,6666,4,1,2,5,5,4,2,4,4,4,1,2,1,2,1,5,1,1,8,1,4,4,1,3,2,1,11,11,1,1,6666,2,6666,3,1,4,1,1,6666,2,6666,6666,6666,6666,6666,11,5,4,10,6666,6666,1,1,6666,1,4,1,9,6666,2,6666,6666,6666,2,1,6666,6666,2,1,6666,1,6666,3,3,6666,6666,6666,9,1,6666,2,1,1,1,1,4,1,6666,1,2,5,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,12,10,1,1,1,1,2,2,1,4,3,2,7,2,4,3,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,1,6666,2,3,1,1,1,4,3,1,1,1,1,3,1,2,2,1,2,2,1,2,1,1,4,5,4,4,1,2,41,4,3,3,2022,0.250893520448634,1.79769313486232e+308,0.483119657038769,0.476339872854532,1.79769313486232e+308,0.677303405405904
1328,2,7,7,7,2,2,0,6666,2,1,3,4,5,3,1,4,2,4,3,4,2,1,3,5,2,3,2,4,3,4,6,3,7,2,4,1,5,3,2,4,4,9,4,2,5,9999,2,6666,6666,4,1,1,14,1,2,2,6,2,4,5,4,2,0,0,4,0,2,0,7,5,2,1,7,7,5,1,10,1,5,4,5,1,9,3,2,5,5,2,4,4,3,4,5,1,2,1,2,7,2,1,0,1,6,6,1,3,2,1,14,15,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,8,3,1,5,2,2,2,2,6,5,4,4,5,6666,2,2,5,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6,5,6666,6666,2,4,4,1,1,1,2,1,1,1,6666,6666,1,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,9999,2,9999,9999,9999,9999,9999,9999,6666,10,3,1,1,1,9999,1,1,4,3,2,6,2,2,1,3,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,3,2,2,9999,6666,3,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,4,1,3,5,2,3,36,3,5,1,2022,3.73679401049546,1.79769313486232e+308,0.773193402468687,1.84401031024931,1.79769313486232e+308,1.51655263530779
607,2,0,0,6,3,2,4,6666,3,3,1,5,5,3,4,1,2,5,3,3,1,2,3,3,3,3,2,3,2,4,6,3,5,7,2,4,1,4,3,4,4,8,4,2,4,4,2,6666,6666,4,4,1,6,1,2,2,6,6,1,1,1,3,0,0,1,0,3,0,1,4,3,3,8,8,7,5,10,10,2,4,5,1,6,3,2,5,5,4,3,4,4,4,1,1,2,1,2,1,1,2,6,5,1,1,1,3,2,2,4,5,1,1,6666,2,6666,1,3,6666,4,4,2,6666,3,6666,6666,1,6666,11,5,6666,6666,2,6666,2,6666,6666,6666,4,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,5,6666,6666,6666,2,2,6666,2,1,2,6666,6666,3,3,4,2,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,11,8,1,1,1,1,3,2,2,4,3,1,8,6,2,4,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,4,4,4,6666,4,5,2,2,1,4,2,2,2,1,2,2,1,2,2,2,7,6666,3,2,2,4,47,4,6666,5,2022,2.87734077702253,1.79769313486232e+308,4.25117337589723,2.10495450947238,1.79769313486232e+308,1.11697354822925
1493,3,5,0,5,7,0,0,6666,2,1,3,4,2,4,2,1,3,2,2,2,1,2,3,9,2,2,2,3,3,4,3,7,4,1,2,5,6,2,1,4,4,7,4,2,4,7,2,6666,6666,2,1,1,9,1,2,5,2,0,7,5,7,3,0,0,7,0,0,1,2,2,2,0,6,8,6,3,10,2,6,2,5,5,6666,6666,3,5,5,2,3,4,2,3,5,2,1,2,1,5,3,2,1,2,5,5,1,2,2,2,12,13,1,1,6666,2,6666,4,1,6,6,5,6666,2,6666,6666,6666,1,1,6,2,2,6,2,2,2,2,6,5,4,1,5,6666,1,6666,9,6666,1,6666,6666,6666,1,6666,6666,6666,6666,6666,4,4,6666,6666,6,2,6666,2,1,2,6666,6666,1,1,6666,6666,1,5,5,5,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,11,8,1,1,1,1,1,1,2,4,3,2,8,4,2,3,3,2,4,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,6666,6666,6666,6666,2,6666,1,2,6666,6666,6666,6666,6666,6666,1,5,2,3,4,6666,3,1,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,6,2,2,54,5,1,3,2022,0.595549837330054,1.79769313486232e+308,0.836618061766375,0.690830705463316,1.79769313486232e+308,1.05892794470798
1268,3,3,3,7,7,7,0,6666,2,2,2,4,3,1,4,3,2,3,2,2,3,1,2,7,2,2,2,3,2,3,1,6,4,7,5,2,3,2,9999,4,4,7,4,2,5,7,1,6666,6666,2,3,1,9,1,9999,4,4,4,7,5,4,6,3,2,8,0,3,1,0,3,5,3,8,7,9999,2,9999,9999,4,2,5,1,7,2,3,2,2,3,2,4,9999,3,5,1,2,1,2,6,3,2,6,8,5,5,1,3,2,2,13,13,1,9999,6666,2,6666,7,3,6666,3,5,6666,6666,6666,6666,6666,9999,6666,8,3,6666,6666,2,6666,2,6666,6,6666,6666,6666,5,6666,6666,6666,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,1,1,1,2,1,1,1,6666,6666,2,3,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,2,2,1,2,2,2,2,2,2,2,2,6666,7,3,1,2,1,2,2,1,3,3,3,7,3,2,1,4,2,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,2,2,1,6666,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,3,4,3,2,4,2,3,9999,9999,6666,1,2022,0.916562493713501,1.79769313486232e+308,0.686422648003814,1.06934805179122,1.79769313486232e+308,1.1559597102425
1130,3,7,7,3,5,1,0,6666,2,2,3,4,4,3,4,1,2,4,4,4,3,1,2,7,2,2,2,3,2,3,6,7,1,4,5,3,2,2,2,1,4,7,4,2,4,7,1,6666,6666,4,1,1,9,1,2,5,5,2,8,5,5,4,0,0,8,0,3,0,5,4,3,1,6,8,5,2,10,10,5,2,1,6666,7,2,3,3,5,2,2,2,3,3,5,2,1,2,1,6,1,2,0,7,5,5,1,3,2,2,13,13,1,1,6666,2,6666,2,1,7,6,5,6666,2,6666,6666,6666,6666,1,10,4,2,7,1,2,1,2,6,5,2,4,5,6666,2,1,5,6666,6666,2,6666,6666,2,6666,6666,7,6666,1,6666,6,8,6666,10,6666,1,2,1,1,1,1,1,1,6666,6666,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,11,8,1,1,2,1,2,1,2,4,3,2,6,3,2,1,2,4,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,1,3,1,1,1,6666,5,2,1,2,9999,1,2,2,2,1,2,2,1,2,1,2,5,4,2,5,2,1,41,4,4,3,2022,0.196824671160477,1.79769313486232e+308,0.505065301666213,0.445204804794533,1.79769313486232e+308,0.941380004613416
255,1,2,1,5,7,6,0,6666,2,1,3,4,4,1,4,2,3,4,4,4,3,2,1,7,2,2,2,2,2,3,5,7,4,6,3,2,1,2,1,3,4,3,4,2,4,5,2,6666,6666,4,2,1,9,1,2,5,8,5,5,3,5,8,0,0,6,0,4,1,2,7,3,1,7,8,6,4,10,10,4,4,1,6666,5,2,2,5,5,3,3,2,4,2,1,1,2,2,1,4,1,1,1,9,4,4,1,4,2,1,9,10,1,3,6666,2,6666,2,1,7,1,1,6666,2,6666,6666,3,6666,1,11,5,4,10,6666,2,1,2,3,6,4,4,5,1,1,2,2,6666,6666,1,1,1,1,6666,6666,6666,6666,5,6,5,6666,6666,1,3,1,3,1,2,6666,6666,1,2,6666,9996,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,13,10,1,1,1,1,2,1,2,4,1,1,9,4,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,1,7,1,9996,9996,9996,2,2,2,2,9996,1,2,2,2,1,2,2,1,2,1,1,9996,9996,2,4,2,4,36,3,5,5,2022,0.129876858989716,1.79769313486232e+308,0.561370405824737,0.235212574821309,1.79769313486232e+308,0.516321837467734
889,1,0,7,0,4,3,0,6666,3,3,2,4,3,4,2,1,3,4,4,3,3,2,1,6,3,3,3,3,3,4,3,1,4,6,7,5,2,3,9999,4,4,6,4,1,4,11,1,6666,6666,2,3,1,8,1,1,4,3,1,3,4,3,1,5,10,5,5,1,10,5,2,5,2,6,8,7,2,10,9,10,2,1,6666,11,2,2,5,9999,3,3,4,4,4,1,1,2,2,1,6,3,2,8,1,5,5,1,1,2,2,13,14,1,1,6666,2,6666,5,3,6666,6,5,6666,6666,6666,6666,6666,1,6666,1,1,6666,6666,2,6666,2,6666,6666,6666,2,6666,1,6666,2,6666,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,5,88,5,6666,6666,1,1,2,6666,6666,3,3,4,2,1,2,3,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,4,3,2,2,2,2,2,2,2,3,4,8,2,2,2,3,1,7,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,5,3,3,1,6666,2,1,1,1,1,2,2,1,2,2,2,1,3,1,1,2,4,2,3,8,3,5,51,5,6666,1,2022,1.76548455543769,1.79769313486232e+308,3.51295328903442,2.19307873916954,1.79769313486232e+308,3.40073990981162
154,2,7,0,0,0,2,0,6666,1,1,1,5,5,4,1,3,2,3,2,4,2,1,3,8,2,2,1,4,2,4,4,2,5,1,6,3,7,2,1,4,4,7,4,2,4,7,2,6666,6666,4,1,1,9,1,2,5,5,2,7,5,5,7,0,0,7,0,2,0,2,4,3,1,5,7,5,3,10,10,3,2,1,6666,5,2,2,5,5,3,2,3,3,3,1,2,1,1,2,5,2,1,0,7,5,5,1,2,2,1,12,13,1,1,6666,2,6666,4,1,5,6,5,6666,2,6666,6666,6666,1,1,9,3,2,7,2,2,2,2,6,5,4,1,9,6666,1,6666,5,6666,1,6666,6666,6666,1,6666,6666,6666,6666,6666,6,6666,6666,6666,7,4,6666,2,1,1,2,1,1,1,6666,6666,1,5,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,11,8,1,1,9999,9999,9999,9999,2,4,3,3,8,4,2,3,3,1,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,2,7,2,2,9999,6666,5,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,5,4,2,3,2,2,36,3,2,3,2022,0.580202439524927,1.79769313486232e+308,0.585397102036653,0.779796205266134,1.79769313486232e+308,0.89792282226068
1020,3,4,5,4,0,0,0,6666,4,2,4,3,3,3,2,4,1,3,4,2,2,3,1,8,2,2,2,3,2,3,4,6,3,5,2,1,7,2,2,4,4,7,4,2,4,13,2,6666,6666,4,2,1,5,1,2,5,4,0,7,7,3,1,2,9999,7,4,3,4,4,2,2,0,6,8,6,2,9,10,7,2,5,5,6666,6666,3,5,5,9999,2,4,4,3,5,1,2,1,2,6,2,2,4,2,5,5,1,3,2,2,13,14,1,1,6666,2,6666,4,1,7,6,5,6666,2,6666,6666,6666,1,1,9,3,2,6,2,2,2,2,6,5,1,4,9,6666,6666,2,5,2,6666,6666,6666,6666,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,7,6666,1,1,1,1,1,1,1,1,6666,6666,1,8,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,9999,9999,9999,1,9999,2,9999,9999,9999,9999,9999,9999,6666,6,3,1,9999,9999,9999,9999,2,4,3,1,8,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,1,5,2,2,4,6666,3,1,1,1,1,1,2,2,2,2,1,1,4,1,1,3,4,1,2,6,3,1,20,2,5,1,2022,0.5321107567099,1.79769313486232e+308,0.630063129448395,0.813861208512387,1.79769313486232e+308,0.963528142004684
1252,2,3,2,0,3,0,0,6666,2,3,1,1,2,4,2,3,1,5,4,2,1,2,3,5,3,3,2,2,3,3,6,3,4,1,5,7,2,4,3,4,4,11,4,3,4,3,1,6666,6666,2,3,1,8,1,3,3,0,8,0,0,0,4,7,6,0,3,1,4,0,0,3,1,8,8,7,5,5,6,3,4,1,6666,3,2,3,3,3,3,2,2,3,4,1,2,1,1,2,4,2,1,1,4,3,3,1,3,2,1,9,10,1,1,6666,2,6666,4,1,6,1,1,6666,2,6666,6666,6666,6666,6666,9,3,3,9,6666,6666,1,1,1,1,4,4,5,1,1,1,5,6666,6666,1,1,1,1,2,6666,6666,5,5,9999,4,6666,6666,1,3,3,3,1,1,2,2,1,2,6666,6666,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,11,6,1,1,1,1,2,2,2,2,1,2,5,3,3,3,3,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,1,6666,6666,6666,6666,1,6666,6666,1,6,2,3,1,6666,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,4,1,2,0,2,5,48,4,5,5,2022,1.73941239678391,1.79769313486232e+308,1.69507615209437,1.88260014113674,1.79769313486232e+308,1.52295768781105
1293,3,7,7,0,4,0,0,6666,2,4,5,5,3,3,4,1,2,3,5,2,1,3,2,7,2,2,4,2,2,4,2,7,6,5,1,3,4,2,1,4,4,6,4,1,4,11,2,6666,6666,2,1,1,8,1,1,4,3,0,7,5,3,2,8,5,7,7,1,8,5,3,2,0,7,5,5,0,8,6,8,2,1,6666,11,2,3,2,2,2,2,2,2,4,5,2,1,1,2,5,4,2,8,1,5,5,1,2,2,2,12,13,1,1,6666,2,6666,7,3,6666,6,5,6666,6666,6666,6666,6666,1,6666,1,1,6666,6666,2,6666,2,6666,6,6666,7,6666,6,6666,2,6666,3,6666,6666,6666,6666,6666,2,6666,6666,4,6666,6666,10,1,6666,6666,1,1,6666,1,1,2,6666,6666,3,3,5,4,2,2,5,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6666,7,3,2,2,2,2,2,2,3,3,1,7,1,2,1,3,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,6,3,3,9999,6666,2,1,1,1,1,4,2,1,2,2,2,1,2,1,2,2,1,4,2,6,2,2,66,6,6666,1,2022,4.03098351375465,1.79769313486232e+308,1.48040853027266,2.83116823297405,1.79769313486232e+308,2.3241431266241
